id,question,subset,expected_document,erreur,duree_secondes,documents_recuperes,rang_document_attendu,nombre_passages,candidats_recuperes,reranking_utilise,contexte_insuffisant,motif_absence,perimetre_statut,perimetre_contraignant,perimetre_libelle,hit@1,precision@1,recall@1,mrr@1,map@1,hit@3,precision@3,recall@3,mrr@3,map@3,hit@5,precision@5,recall@5,mrr@5,map@5,hit@10,precision@10,recall@10,mrr@10,map@10
paper_text:c4b5cc2988a2b91534394a3a0665b0c769b598bb,How do they define local variance?,paper_text,1910.11491.pdf,,0.114,170902271|190904453|181210479|191108829|180309745|190801294|170206777|190908824|200306279|170503487,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:ccf7415b515fe5c59fa92d4a8af5d2437c591615,Why does proposed term help to avoid posterior collapse?,paper_text,1909.13668.pdf,,0.113,190913668|160604631|190601840|180904960|190801294|191105153|160301987|170100185|190912140|190901013,1.0,30,100,False,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_text:cd1792929b9fa5dd5b1df0ae06fc6aece4c97424,Is an entity linking process used?,paper_text,1704.05572.pdf,,0.115,180802022|170203342|170406194|170109123|160508675|190410503|170607179|160806757|190601183|190903242,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:cfbec1ef032ac968560a7c76dec70faf1269b27c,What does KBQA abbreviate for,paper_text,1704.06194.pdf,,0.115,170406194|170306492|190108079|190508949|180305223|200404228|191109845|191003814|180208636|190913668,1.0,30,100,False,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_text:d015faf0f8dcf2e15c1690bbbe2bf1e7e0ce3751,What kinds of offensive content are explored?,paper_text,1902.09666.pdf,,0.113,190209666|181102906|190806083|200402192|161205310|191005608|190800153|200105493|191003814|191203804,1.0,30,100,False,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_text:db9021ddd4593f6fadf172710468e2fdcea99674,What additional techniques are incorporated?,paper_text,1910.11471.pdf,,0.112,170100185|200306279|191013215|190907734|191210435|191106191|191213109|180809029|200106888|190705403,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:e755fb599690d0d0c12ddb851ac731a0a7965797,Which six languages are experimented with?,paper_text,1901.09755.pdf,,0.115,200304866|190909270|191103058|191206670|170109123|190109755|170801464|191213109|200201320|190901638,6.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.16666666666666666,0.16666666666666666
paper_text:e76139c63da0f861c097466983fbe0c94d1d9810,Is the model presented in the paper state of the art?,paper_text,1603.04553.pdf,,0.115,190101010|190908089|170100185|190506566|191210011|180906537|191208320|190808717|181206864|200306044,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:e9cf1b91f06baec79eb6ddfd91fc5d434889f652,What commands does their setup provide to models seeking information?,paper_text,1908.10449.pdf,,0.115,200100137|160507683|190410500|191210011|191008210|170307090|180611432|191006036|170306492|191102086,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:ed6462da17c553bda112ef35917fefe6942fce3c,What are all machine learning approaches compared in this work?,paper_text,1909.09018.pdf,,0.115,190108079|160304513|180903449|180909194|180604511|200306279|190806267|191200667|200404721|170706939,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:ee7e9a948ee6888aa5830b1a3d0d148ff656d864,What is the size of the Airbnb?,paper_text,1806.11432.pdf,,0.115,180611432|191000825|190209314|170104653|190101010|170201517|160304513|160507683|200311645|190901296,1.0,30,100,False,False,,aucun,False,—,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
paper_text:ef04182b6ae73a83d52cb694cdf4d414c81bf1dc,What dataset did they use?,paper_text,2003.04973.pdf,,0.116,190807816|181206705|191010781|191011790|170910367|161103599|190601183|191004269|180903449|190908041,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:f5707610dc8ae2a3dc23aec63d4afa4b40b7ec1e,What are resolution model variables?,paper_text,1603.04553.pdf,,0.122,170201517|191006036|200105467|191013890|190913668|200312738|200106888|191208960|200106354|181206864,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:f6556d2a8b42b133eaa361f562745edbe56c0b51,Is the LSTM bidirectional?,paper_text,1909.13362.pdf,,0.113,190410503|200305377|160604631|200106888|170100185|170408960|181210479|180902279|180105147|191000194,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:f7ed3b9ed469ed34f46acde86b8a066c52ecf430,Which matrix factorization methods do they use?,paper_text,1805.03710.pdf,,0.113,170201517|170100185|200401878|191203804|180503710|190209314|190902480|170307090|200206675|181210479,5.0,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,0.2,1.0,0.1,1.0,0.2,0.2
paper_text:fbd47705262bfa0a2ba1440a2589152def64cbbd,By how much did their model outperform the baseline?,paper_text,1810.00663.pdf,,0.111,191102821|191105153|190806151|160307044|190601183|190903582|190801060|191010408|190900252|190404358,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:fc29bb14f251f18862c100e0d3cd1396e8f2c3a1,Are agglutinative languages used in the prediction of both prefixing and suffixing languages?,paper_text,1910.05456.pdf,,0.113,170501214|170801464|181010797|191108829|191004269|200311562|200210361|190808345|191011235|191102821,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper_text:fe578842021ccfc295209a28cf2275ca18f8d155,Which machine learning models are used?,paper_text,1904.07342.pdf,,0.114,170501214|170307090|191004269|180700868|190801294|170608032|170700110|160504655|200306279|190209314,,30,100,False,False,,aucun,False,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
